Rev, Name, Targeted, Satellite, Epoch_SCET, DOY, Alt_km, in_out, Speed_km_s, Phase_deg
222, 222CA, , Calypso, 2015-Sep-30 11:04, 273, 43883, in, 10.8, 72
222, 222MI, , Mimas, 2015-Sep-30 14:12, 273, 64816, in, 11.8, 93
222, 222TE, , Tethys, 2015-Sep-30 16:59, 273, 117361, out, 8.5, 106
222, 222AE, , Aegaeon, 2015-Sep-30 17:35, 273, 79771, out, 12.1, 40
222, 222TL, , Telesto, 2015-Sep-30 21:15, 273, 117964, out, 13.7, 68
222, 222RH, , Rhea, 2015-Oct-01 04:26, 274, 57871, out, 9.3, 85
223, 223TI, , Titan, 2015-Oct-13 12:43, 286, 826227, in, 10.1, 31
223, 223PO, , Polydeuces, 2015-Oct-14 06:50, 287, 115856, in, 12.3, 61
223, 223EN, E20, Enceladus, 2015-Oct-14 10:42, 287, 1839, in, 8.5, 63
223, 223ME, , Methone, 2015-Oct-14 11:54, 287, 39960, in, 9.9, 89
223, 223PM, , Prometheus, 2015-Oct-14 13:44, 287, 120126, in, 12.6, 25
223, 223HE, , Helene, 2015-Oct-14 20:59, 287, 117105, out, 6.0, 102
224, 224PO, , Polydeuces, 2015-Oct-28 04:12, 301, 84470, in, 7.0, 116
224, 224TL, , Telesto, 2015-Oct-28 07:18, 301, 59686, in, 6.9, 113
224, 224DA, , Daphnis, 2015-Oct-28 11:25, 301, 73316, in, 6.3, 26
224, 224PN, , Pan, 2015-Oct-28 12:32, 301, 64881, out, 4.7, 116
224, 224EN, E21, Enceladus, 2015-Oct-28 15:23, 301,  49, out, 8.5, 118
224, 224HE, , Helene, 2015-Oct-28 19:26, 301, 78795, out, 11.1, 77
224, 224TI, , Titan, 2015-Oct-29 14:05, 302, 800186, out, 10.0, 112
225, 225CA, , Calypso, 2015-Nov-11 07:21, 315, 104480, in, 7.5, 122
225, 225PN, , Pan, 2015-Nov-11 07:22, 315, 111577, in, 3.6, 29
225, 225PA, , Pandora, 2015-Nov-11 09:31, 315, 107617, out, 12.3, 118
225, 225TE, , Tethys, 2015-Nov-11 14:42, 315, 8362, out, 8.8, 100
225, 225TI, T114, Titan, 2015-Nov-13 05:47, 317, 11920, out, 5.5, 92
226, 226TE, , Tethys, 2015-Nov-23 21:57, 327, 17504, in, 9.2, 113
226, 226AT, , Atlas, 2015-Nov-24 02:33, 328, 104361, in, 16.5, 102
226, 226DA, , Daphnis, 2015-Nov-24 02:35, 328, 77508, in, 13.1, 104
226, 226ME, , Methone, 2015-Nov-24 05:46, 328, 37687, out, 11.6, 56
226, 226TI, , Titan, 2015-Nov-30 05:57, 334, 753128, out, 4.0, 113
227, 227EP, , Epimetheus, 2015-Dec-06 20:38, 340, 2621, out, 5.5, 65
227, 227AT, , Atlas, 2015-Dec-06 20:56, 340, 21486, out, 5.9, 46
227, 227PM, , Prometheus, 2015-Dec-06 21:03, 340, 22201, out, 6.5, 45
228, 228TI, , Titan, 2015-Dec-17 13:23, 351, 148654, in, 4.7, 130
228, 228AE, , Aegaeon, 2015-Dec-19 12:59, 353, 2544, in, 6.9, 84
228, 228EN, E22, Enceladus, 2015-Dec-19 17:49, 353, 4999, out, 9.5, 114
228, 228CA, , Calypso, 2015-Dec-19 19:11, 353, 91785, out, 13.4, 69
229, 229RH, , Rhea, 2015-Dec-31 22:31, 365, 24491, in, 9.0, 42
229, 229AE, , Aegaeon, 2016-Jan-01 08:59, 001, 93625, in, 15.7, 88
229, 229PN, , Pan, 2016-Jan-01 10:14, 001, 97040, in, 14.7, 107
229, 229PA, , Pandora, 2016-Jan-01 11:28, 001, 107833, out, 16.6, 36
229, 229ME, , Methone, 2016-Jan-01 12:10, 001, 27766, out, 7.1, 120
229, 229TE, , Tethys, 2016-Jan-01 15:52, 001, 38851, out, 11.3, 68
230, 230CA, , Calypso, 2016-Jan-14 02:03, 014, 115035, in, 14.3, 61
230, 230EN, , Enceladus, 2016-Jan-14 03:20, 014, 72221, in, 13.4, 70
230, 230MI, , Mimas, 2016-Jan-14 06:06, 014, 27543, in, 7.0, 105
230, 230AT, , Atlas, 2016-Jan-14 06:20, 014, 93367, in, 14.7, 103
230, 230DA, , Daphnis, 2016-Jan-14 07:15, 014, 23051, out, 5.4, 47
230, 230TL, , Telesto, 2016-Jan-14 12:15, 014, 14031, out, 9.3, 115
230, 230TI, T115, Titan, 2016-Jan-16 02:21, 016, 3817, out, 5.7, 99
231, 231PN, , Pan, 2016-Jan-30 07:21, 030, 116654, out, 0.6, 129
231, 231PO, , Polydeuces, 2016-Jan-30 11:12, 030, 104765, out, 5.9, 105
231, 231TI, T116, Titan, 2016-Feb-01 01:01, 032, 1400, out, 5.8, 120
232, 232PO, , Polydeuces, 2016-Feb-14 20:17, 045, 77354, in, 7.8, 96
232, 232TL, , Telesto, 2016-Feb-15 00:15, 046, 48862, in, 6.7, 103
232, 232EP, , Epimetheus, 2016-Feb-15 00:25, 046, 116042, in, 4.5, 26
232, 232EN, , Enceladus, 2016-Feb-15 05:01, 046, 83952, out, 8.0, 74
232, 232TI, T117, Titan, 2016-Feb-16 23:52, 047, 1018, out, 5.9, 122
233, 233TI, , Titan, 2016-Mar-08 08:01, 068, 425884, in, 6.1, 76
234, 234TI, T118, Titan, 2016-Apr-04 19:48, 095, 990, out, 5.9, 138
235, 235TI, T119, Titan, 2016-May-06 17:01, 127, 971, out, 5.9, 138
236, 236TI, T120, Titan, 2016-Jun-07 14:13, 159, 975, out, 5.9, 124
238, 238TI, T121, Titan, 2016-Jul-25 10:05, 207, 976, out, 5.9, 101
239, 239TI, T122, Titan, 2016-Aug-10 08:38, 223, 1599, out, 5.8, 92
240, 240TI, , Titan, 2016-Aug-19 06:48, 232, 826334, in, 8.5, 110
241, 241TI, , Titan, 2016-Aug-30 14:13, 243, 985764, in, 8.0, 91
243, 243PO, , Polydeuces, 2016-Sep-24 03:54, 268, 110203, in, 9.4, 40
243, 243TI, T123, Titan, 2016-Sep-27 04:23, 271, 1737, out, 5.8, 88
244, 244TI, , Titan, 2016-Oct-03 17:31, 277, 876961, in, 10.4, 144
244, 244HE, , Helene, 2016-Oct-03 21:56, 277, 106507, in, 12.5, 128
246, 246TL, , Telesto, 2016-Oct-23 01:32, 297, 58910, in, 12.1, 71
247, 247TI, , Titan, 2016-Oct-29 08:56, 303, 860405, in, 5.6, 41
247, 247TL, , Telesto, 2016-Nov-01 13:35, 306, 104063, in, 11.7, 22
247, 247PO, , Polydeuces, 2016-Nov-01 13:38, 306, 106986, in, 11.3, 71
248, 248TE, , Tethys, 2016-Nov-11 05:17, 316, 102344, in, 12.8, 101
248, 248TI, T124, Titan, 2016-Nov-14 00:02, 319, 1582, out, 5.8, 80
249, 249MI, , Mimas, 2016-Nov-19 07:36, 324, 47202, in, 15.7, 18
249, 249DA, , Daphnis, 2016-Nov-19 08:16, 324, 86038, in, 17.5, 56
249, 249ME, , Methone, 2016-Nov-19 08:24, 324, 72424, in, 17.2, 103
249, 249PA, , Pandora, 2016-Nov-19 08:44, 324, 94774, in, 17.9, 78
250, 250EP, , Epimetheus, 2016-Nov-27 06:33, 332, 86128, in, 16.7, 10
250, 250EN, , Enceladus, 2016-Nov-27 06:55, 332, 21993, in, 15.6, 103
250, 250TI, T125, Titan, 2016-Nov-29 22:21, 334, 3223, out, 5.7, 82
251, 251ME, , Methone, 2016-Dec-04 13:10, 339, 50541, in, 19.4, 110
251, 251PN, , Pan, 2016-Dec-04 13:39, 339, 56411, out, 21.6, 103
252, 252PM, , Prometheus, 2016-Dec-11 16:54, 346, 104160, in, 21.6, 43
252, 252PL, , Pallene, 2016-Dec-11 17:31, 346, 94629, in, 20.3, 132
253, 253TI, , Titan, 2016-Dec-15 21:53, 350, 343212, in, 5.3, 58
253, 253AE, , Aegaeon, 2016-Dec-18 21:16, 353, 98495, in, 20.7, 60
253, 253PA, , Pandora, 2016-Dec-18 21:41, 353, 15918, in, 20.4, 87
253, 253JA, , Janus, 2016-Dec-18 22:09, 353, 109835, out, 23.4, 109
253, 253PN, , Pan, 2016-Dec-18 22:13, 353, 92857, out, 23.2, 107
254, 254EN, , Enceladus, 2016-Dec-26 01:33, 361, 88378, in, 19.2, 135
254, 254MI, , Mimas, 2016-Dec-26 01:36, 361, 40958, in, 19.4, 114
254, 254AE, , Aegaeon, 2016-Dec-26 01:41, 361, 32042, in, 20.2, 138
255, 255TI, , Titan, 2016-Dec-31 12:17, 366, 681772, in, 7.2, 29
255, 255DA, , Daphnis, 2017-Jan-02 06:11, 002, 98414, out, 23.4, 107
256, 256AT, , Atlas, 2017-Jan-09 08:47, 009, 104357, in, 21.8, 44
256, 256EP, , Epimetheus, 2017-Jan-09 09:07, 009, 71345, in, 20.6, 54
256, 256DA, , Daphnis, 2017-Jan-09 09:47, 009, 55381, in, 21.6, 104
256, 256PM, , Prometheus, 2017-Jan-09 10:00, 009, 92547, out, 23.1, 107
257, 257JA, , Janus, 2017-Jan-16 12:43, 016, 117699, in, 21.9, 49
257, 257AT, , Atlas, 2017-Jan-16 13:10, 016, 27754, in, 20.3, 31
257, 257PL, , Pallene, 2017-Jan-16 13:14, 016, 62780, in, 19.6, 149
257, 257DA, , Daphnis, 2017-Jan-16 13:22, 016, 17510, in, 20.5, 67
257, 257TI, , Titan, 2017-Jan-17 18:30, 017, 724314, out, 9.3, 96
258, 258DA, , Daphnis, 2017-Jan-23 16:58, 023, 39077, in, 20.4, 37
258, 258EN, , Enceladus, 2017-Jan-23 17:01, 023, 124117, in, 20.2, 129
258, 258PA, , Pandora, 2017-Jan-23 17:18, 023, 21826, in, 20.6, 95
258, 258AT, , Atlas, 2017-Jan-23 17:32, 023, 56456, out, 21.6, 104
259, 259DA, , Daphnis, 2017-Jan-30 20:36, 030, 86078, in, 21.2, 44
259, 259MI, , Mimas, 2017-Jan-30 21:06, 030, 40650, in, 19.7, 111
259, 259EP, , Epimetheus, 2017-Jan-30 21:07, 030, 6336, in, 20.1, 75
259, 259PM, , Prometheus, 2017-Jan-30 21:26, 030, 49523, in, 21.4, 104
259, 259TI, , Titan, 2017-Feb-01 20:04, 032, 221021, out, 6.3, 91
260, 260PN, , Pan, 2017-Feb-07 00:52, 038, 96013, in, 21.5, 43
260, 260JA, , Janus, 2017-Feb-07 01:02, 038, 91389, in, 21.0, 53
260, 260ME, , Methone, 2017-Feb-07 01:34, 038, 84152, in, 20.7, 125
261, 261AE, , Aegaeon, 2017-Feb-14 05:46, 045, 75204, in, 20.1, 68
261, 261ME, , Methone, 2017-Feb-14 05:54, 045, 69478, in, 19.5, 95
261, 261TI, , Titan, 2017-Feb-17 13:17, 048, 186411, out, 5.1, 77
262, 262PN, , Pan, 2017-Feb-21 09:40, 052, 74052, in, 21.0, 43
262, 262PM, , Prometheus, 2017-Feb-21 09:43, 052, 71017, in, 20.8, 48
262, 262EP, , Epimetheus, 2017-Feb-21 10:04, 052, 10922, in, 20.1, 75
262, 262PL, , Pallene, 2017-Feb-21 10:04, 052, 106282, in, 19.8, 91
262, 262AE, , Aegaeon, 2017-Feb-21 10:15, 052, 50979, in, 20.7, 124
263, 263JA, , Janus, 2017-Feb-28 13:48, 059, 92878, in, 21.1, 55
263, 263PA, , Pandora, 2017-Feb-28 13:56, 059, 54388, in, 20.5, 49
264, 264TI, , Titan, 2017-Mar-05 11:54, 064, 492380, in, 5.9, 42
264, 264MI, , Mimas, 2017-Mar-07 18:02, 066, 102121, in, 20.7, 74
264, 264PN, , Pan, 2017-Mar-07 18:07, 066, 25230, in, 20.4, 26
265, 265EP, , Epimetheus, 2017-Mar-14 22:18, 073, 37954, in, 21.0, 113
265, 265PA, , Pandora, 2017-Mar-14 22:47, 073, 113308, out, 24.1, 104
266, 266TI, , Titan, 2017-Mar-20 17:41, 079, 874275, in, 8.7, 32
266, 266JA, , Janus, 2017-Mar-22 01:47, 081, 44119, in, 20.2, 64
266, 266PL, , Pallene, 2017-Mar-22 01:57, 081, 106706, in, 20.7, 122
266, 266PN, , Pan, 2017-Mar-22 02:21, 081, 54778, out, 21.7, 99
266, 266TI, , Titan, 2017-Mar-23 00:23, 082, 955007, out, 11.3, 97
267, 267EN, , Enceladus, 2017-Mar-29 05:47, 088, 93150, in, 19.3, 134
267, 267MI, , Mimas, 2017-Mar-29 06:08, 088, 121089, in, 22.8, 108
268, 268AT, , Atlas, 2017-Apr-05 09:17, 095, 69808, in, 20.9, 49
268, 268PA, , Pandora, 2017-Apr-05 09:30, 095, 36623, in, 20.3, 50
268, 268EP, , Epimetheus, 2017-Apr-05 10:12, 095, 110692, out, 23.7, 103
268, 268TI, , Titan, 2017-Apr-06 22:19, 096, 477728, out, 7.7, 89
269, 269MI, , Mimas, 2017-Apr-12 13:27, 102, 97950, in, 20.8, 76
269, 269AE, , Aegaeon, 2017-Apr-12 13:37, 102, 20762, in, 19.9, 120
269, 269JA, , Janus, 2017-Apr-12 13:42, 102, 8702, in, 20.2, 126
269, 269AT, , Atlas, 2017-Apr-12 13:43, 102, 13018, in, 20.5, 53
269, 269PM, , Prometheus, 2017-Apr-12 14:10, 102, 85208, out, 22.8, 103
270, 270ME, , Methone, 2017-Apr-19 17:47, 109, 89168, in, 20.9, 120
270, 270AE, , Aegaeon, 2017-Apr-19 18:05, 109, 111087, in, 22.8, 105
270, 270AT, , Atlas, 2017-Apr-19 18:12, 109, 73558, out, 22.4, 102
270, 270PA, , Pandora, 2017-Apr-19 18:25, 109, 120175, out, 24.4, 101
270, 270DA, , Daphnis, 2017-Apr-19 18:29, 109, 117495, out, 24.5, 101
270, 270TI, T126, Titan, 2017-Apr-22 06:20, 112, 979, out, 5.8, 61
271, 271JA, , Janus, 2017-Apr-26 09:32, 116, 99451, in, 29.6, 129
271, 271AT, , Atlas, 2017-Apr-26 09:40, 116, 73423, in, 29.8, 149
271, 271DA, , Daphnis, 2017-Apr-26 09:47, 116, 83092, out, 29.8, 119
271, 271EP, , Epimetheus, 2017-Apr-26 09:50, 116, 104022, out, 29.5, 110
272, 272DA, , Daphnis, 2017-May-02 20:38, 122, 77502, in, 29.9, 140
272, 272PM, , Prometheus, 2017-May-02 20:43, 122, 75621, in, 29.8, 147
273, 273TI, , Titan, 2017-May-07 21:25, 127, 487627, in, 7.1, 30
273, 273DA, , Daphnis, 2017-May-09 07:22, 129, 119645, in, 30.1, 84
273, 273PN, , Pan, 2017-May-09 07:24, 129, 114591, in, 30.5, 87
273, 273PA, , Pandora, 2017-May-09 07:41, 129, 78916, in, 29.9, 145
273, 273TI, , Titan, 2017-May-09 22:18, 129, 979143, out, 12.6, 90
274, 274EP, , Epimetheus, 2017-May-15 18:29, 135, 86900, in, 29.8, 149
274, 274PN, , Pan, 2017-May-15 18:35, 135, 75369, in, 29.9, 132
274, 274PM, , Prometheus, 2017-May-15 18:38, 135, 86566, out, 29.9, 122
274, 274AE, , Aegaeon, 2017-May-15 18:44, 135, 122962, out, 29.2, 111
274, 274AT, , Atlas, 2017-May-15 18:58, 135, 122382, out, 27.6, 80
275, 275AT, , Atlas, 2017-May-22 05:17, 142, 86906, in, 30.1, 124
275, 275JA, , Janus, 2017-May-22 05:34, 142, 106568, out, 29.5, 112
275, 275AE, , Aegaeon, 2017-May-22 05:35, 142, 119541, out, 29.4, 117
275, 275TI, , Titan, 2017-May-24 01:09, 144, 138386, out, 6.0, 69
276, 276PA, , Pandora, 2017-May-28 16:39, 148, 105699, in, 29.7, 101
276, 276MI, , Mimas, 2017-May-28 16:57, 148, 123194, in, 29.8, 138
276, 276AE, , Aegaeon, 2017-May-28 17:06, 148, 124633, out, 28.7, 111
276, 276PM, , Prometheus, 2017-May-28 17:15, 148, 119190, out, 28.0, 86
277, 277PN, , Pan, 2017-Jun-04 04:08, 155, 118610, in, 30.4, 78
277, 277EP, , Epimetheus, 2017-Jun-04 04:18, 155, 96804, in, 29.3, 127
277, 277PA, , Pandora, 2017-Jun-04 04:51, 155, 123547, out, 27.3, 86
278, 278TI, , Titan, 2017-Jun-08 19:58, 159, 348740, in, 6.0, 40
278, 278PN, , Pan, 2017-Jun-10 16:00, 161, 83534, out, 29.7, 120
278, 278JA, , Janus, 2017-Jun-10 16:03, 161, 104086, out, 29.4, 117
279, 279PM, , Prometheus, 2017-Jun-17 03:02, 168, 99197, in, 30.0, 104
279, 279AT, , Atlas, 2017-Jun-17 03:11, 168, 73610, in, 29.7, 149
279, 279DA, , Daphnis, 2017-Jun-17 03:33, 168, 115699, out, 28.4, 90
280, 280EP, , Epimetheus, 2017-Jun-23 14:18, 174, 110307, in, 29.2, 106
280, 280DA, , Daphnis, 2017-Jun-23 14:37, 174, 81602, out, 29.7, 131
280, 280PA, , Pandora, 2017-Jun-23 14:39, 174, 93142, out, 29.6, 121
280, 280TI, , Titan, 2017-Jun-25 00:29, 176, 337630, out, 7.2, 68
281, 281PN, , Pan, 2017-Jun-30 01:50, 181, 99098, in, 30.2, 95
281, 281DA, , Daphnis, 2017-Jun-30 01:59, 181, 72750, in, 29.6, 146
281, 281PM, , Prometheus, 2017-Jun-30 02:02, 181, 74772, in, 29.6, 150
281, 281JA, , Janus, 2017-Jun-30 02:08, 181, 95763, out, 29.5, 132
282, 282DA, , Daphnis, 2017-Jul-06 13:27, 187, 92894, in, 29.9, 105
282, 282PN, , Pan, 2017-Jul-06 13:51, 187, 103529, out, 29.2, 101
283, 283TI, , Titan, 2017-Jul-10 14:24, 191, 248003, in, 5.3, 61
283, 283EP, , Epimetheus, 2017-Jul-13 00:48, 194, 115283, in, 29.1, 96
283, 283PA, , Pandora, 2017-Jul-13 01:04, 194, 79036, in, 29.8, 149
283, 283AT, , Atlas, 2017-Jul-13 01:07, 194, 81706, in, 29.8, 137
283, 283PM, , Prometheus, 2017-Jul-13 01:21, 194, 113404, out, 28.6, 99
284, 284AT, , Atlas, 2017-Jul-19 12:05, 200, 119506, in, 30.0, 73
284, 284JA, , Janus, 2017-Jul-19 12:28, 200, 93420, in, 29.8, 141
285, 285TI, , Titan, 2017-Jul-25 03:32, 206, 908206, in, 10.3, 56
285, 285PN, , Pan, 2017-Jul-25 23:36, 206, 80830, in, 30.1, 117
285, 285TI, , Titan, 2017-Jul-27 02:27, 208, 548225, out, 8.6, 68
286, 286PM, , Prometheus, 2017-Aug-01 10:49, 213, 112062, in, 29.9, 81
286, 286PA, , Pandora, 2017-Aug-01 10:58, 13, 86495, in, 29.8, 120
286, 286PN, , Pan, 2017-Aug-01 11:30, 213, 117678, out, 27.7, 93
287, 287JA, , Janus, 2017-Aug-07 22:34, 219, 89526, in, 29.8, 151
287, 287AT, , Atlas, 2017-Aug-07 22:41, 219, 95484, out, 29.6, 121
287, 287EP, , Epimetheus, 2017-Aug-07 22:49, 219, 119569, out, 28.6, 112
288, 288TI, , Titan, 2017-Aug-11 04:56, 223, 175335, in, 5.0, 82
288, 288AT, , Atlas, 2017-Aug-14 09:27, 226, 106194, in, 30.2, 84
288, 288PM, , Prometheus, 2017-Aug-14 09:37, 226, 79223, in, 30.1, 136
289, 289PA, , Pandora, 2017-Aug-20 20:33, 232, 123227, in, 29.4, 68
289, 289PN, , Pan, 2017-Aug-20 20:49, 232, 76464, in, 30.2, 125
289, 289DA, , Daphnis, 2017-Aug-20 21:15, 232, 114862, out, 28.2, 102
290, 290TI, , Titan, 2017-Aug-26 06:26, 238, 736693, in, 8.8, 54
290, 290JA, , Janus, 2017-Aug-27 07:59, 239, 91099, in, 30.1, 138
290, 290DA, , Daphnis, 2017-Aug-27 08:07, 239, 80365, in, 30.1, 146
290, 290PM, , Prometheus, 2017-Aug-27 08:08, 239, 85862, in, 30.0, 143
290, 290EP, , Epimetheus, 2017-Aug-27 08:09, 239, 99174, out, 30.1, 143
290, 290PA, , Pandora, 2017-Aug-27 08:13, 239, 98878, out, 29.8, 127
290, 290PN, , Pan, 2017-Aug-27 08:30, 239, 118846, out, 27.1, 97
290, 290TI, , Titan, 2017-Aug-28 05:11, 240, 743277, out, 10.2, 67
291, 291DA, , Daphnis, 2017-Sep-02 19:05, 245, 80664, in, 30.2, 120
291, 291AT, , Atlas, 2017-Sep-02 19:20, 245, 93590, out, 29.9, 129
292, 292DA, , Daphnis, 2017-Sep-09 06:04, 252, 116735, in, 30.2, 66
292, 292AT, , Atlas, 2017-Sep-09 06:07, 252, 108631, in, 30.2, 77
292, 292PM, , Prometheus, 2017-Sep-09 06:43, 252, 115848, out, 28.2, 108
292, 292TI, , Titan, 2017-Sep-11 19:15, 254, 84333, out, 5.2, 80
293, 293JA, , Janus, 2017-Sep-15 16:49, 258, 111960, in, 29.8, 92
293, 293PN, , Pan, 2017-Sep-15 16:53, 258, 91909, in, 30.7, 94
293, 293PA, , Pandora, 2017-Sep-15 16:57, 258, 87059, in, 30.6, 123
293, 293EP, , Epimetheus, 2017-Sep-15 16:58, 258, 92434, in, 30.7, 133
